movieId,tmdbId,original_title,description
62394,13051.0,Max Payne,Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sisters death  The duo will be hunted by the police the mob and a ruthless corporation  When a Man Has Lost Everything  He Only has Revenge Action Crime Drama Thriller en
62434,10358.0,Zack and Miri Make a Porno,Lifelong platonic friends Zack and Miri look to solve their respective cashflow problems by making an adult film together  As the cameras roll however the duo begin to sense that they may have more feelings for each other than they previously thought  What would you do to get out of debt Comedy Drama Romance en
62437,10523.0,W.,Whether you love him or hate him there is no question that George W  Bush is one of the most controversial public figures in recent memory  W takes viewers through Bush’s eventful life  his struggles and triumphs how he found both his wife and his faith and of course the critical days leading up to Bush’s decision to invade Iraq  A life misunderestimated  Drama en
62439,13596.0,My Best Friend's Girl,When Dustins girlfriend Alexis breaks up with him he employs his best buddy Tank to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms  But when Tank begins to really fall for Alexis he finds himself in an impossible position  Its funny what love can make you do    Comedy Romance en
62511,4960.0,"Synecdoche, New York",A theater director struggles with his work and the women in his life as he attempts to create a lifesize replica of New York inside a warehouse as part of his new play   Comedy Drama en
62553,12837.0,The Secret Life of Bees,Set in South Carolina in 1964 this is the tale of Lily Owens a 14 yearold girl who is haunted by the memory of her late mother  To escape her lonely life and troubled relationship with her father Lily flees with Rosaleen her caregiver and only friend to a South Carolina town that holds the secret to her mothers past  Bring Your Girlfriends Sisters Mothers and Daughters  Drama en
62586,13948.0,An American Carol,In An American Carol a cynical AntiAmerican Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday  He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America  Laugh like youre country depends on it  Comedy Fantasy en
62644,7735.0,Die Welle,A school teacher discusses types of government with his class  His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany  He starts an experiment to show how easily the masses can become manipulated  Evil is something that you learn Drama de
62662,76406.0,Tokyo-Ga,Wim Wenders says If in our century something sacred still existed… if there were something like a sacred treasure of the cinema then for me that would have to be the work of the Japanese director Yasujiro Ozu  He made fiftyfour films  Silent films in the Twenties blackandwhite films in the Thirties and Forties and finally colour films until his death on December 12th 1963 on his sixtieth birthday  Ozus work does not need my praise and such a sacred treasure of the cinema could only reside in the realm of the imagination  And so my trip to Tokyo was in no way a pilgrimage  I was curious as to whether I still could track down something from this time whether there was still anything left of this work  Images perhaps or even people… Or whether so much would have changed in Tokyo in the twenty years since Ozus death that nothing would be left to find   Documentary en
62718,12689.0,"Angus, Thongs and Perfect Snogging",Georgia Nicolson is fourteen lives with nosey parents who dont understand her an annoying three year old sister and has to wear a beret to school  She would however rather be blonde have a smaller nose and a boyfriend  Revolving around her hilarious journal entries prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager  Georgia Nicholson is not mental but her life is  Comedy Romance en
62792,13150.0,Pride and Glory,A saga centered on a multigenerational family of New York City Police officers  The familys moral codes are tested when Ray Tierney investigates a case that reveals an incendiary police corruption scandal involving his own brotherinlaw  For Ray the truth is revelatory a Pandoras Box that threatens to upend not only the Tierney legacy but the entire NYPD  Truth  Honor  Loyalty  Family  What are you willing to sacrifice Crime Drama en
62799,14325.0,The Express,Based on the incredible true story The Express follows the inspirational life of college football hero Ernie Davis the first AfricanAmerican to win the Heisman Trophy  He changed our country    one yard at a time  Drama en
62834,16068.0,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,After being punished for retreat from combat Ranger David Martel is given command of the Liandra a haunted 20year old Minbari fighting ship  Hes escorting ambassadors to a secret archaeological site the oldest city on record and a clue to a dangerous ancient race   SciFi en
62836,15289.0,Babylon 5: The Lost Tales - Voices in the Dark,This latest installment of Babylon 5 is in two parts the first is about an entity that has possessed a worker  It wants to be exorcised but Col  Lochley prevents the priest amp sends it amp the host both back to Earth  The second is about Galen trying to dupe President Sheridan into assassinating the future Centauri President to stop him possibly attacking Earth in 30 years time   SciFi en
